name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Debrecen,2025-03-16,7.1,3,4.7,4.4,-1.6,1.7,1.5,79.6,0.068,100,8.33,rain,0,0,30.2,22.1,4.9,1012.1,90,10.2,111.1,9.5,4,10,2025-03-16T05:44:24,2025-03-16T17:40:43,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-17,7,0,3.7,4.1,-5.9,-0.5,-3.7,60,0.011,100,4.17,"rain,snow",0,0,56.9,42,4.4,1015.7,79.7,10.2,122.6,10.6,5,10,2025-03-17T05:42:23,2025-03-17T17:42:09,0.6,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-18,5.1,-2.9,0.8,2.5,-8.3,-3.1,-9.9,46.8,0,0,0,,0,0,41.8,29.2,15.7,1028.9,4.9,10.2,205.4,17.7,7,10,2025-03-18T05:40:22,2025-03-18T17:43:36,0.64,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-19,10,-4.9,2.2,10,-6.6,0.8,-7.2,53.1,0,0,0,,0,0,25.9,14.7,225.4,1032.7,0,10.2,204.6,17.7,7,10,2025-03-19T05:38:21,2025-03-19T17:45:02,0.67,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-20,12.1,-3.9,3.9,12.1,-3.9,3.6,-4.4,59.1,0,0,0,,0,0,17.3,7.5,194,1031.3,0,9.4,208.2,17.8,7,10,2025-03-20T05:36:20,2025-03-20T17:46:28,0.7,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-21,15,-3.9,6.1,15,-6.2,5.6,-3.4,55.1,0,0,0,,0,0,17.3,7.5,34.6,1024.9,0,9,209.7,18.3,7,10,2025-03-21T05:34:18,2025-03-21T17:47:54,0.74,Clear,Clear conditions throughout the day.,clear-day,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-22,14.1,-1.9,6.9,14.1,-4.8,5.8,0.9,69,0.029,100,4.17,rain,0,0,22.3,16.3,123.3,1017.3,43.6,9.5,106.5,9.2,5,10,2025-03-22T05:32:17,2025-03-22T17:49:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-23,14.1,8.1,10.3,14.1,5.6,9.5,7.4,83.3,0.105,100,12.5,rain,0,0,38.9,18.1,106.3,1013.6,56.8,10.2,93,8,4,10,2025-03-23T05:30:15,2025-03-23T17:50:45,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-24,18.2,8.1,11.3,18.2,6.9,11.1,9.3,87.9,0.813,100,12.5,rain,0,0,34.6,18.4,170,1012.9,80.2,8.6,99.9,8.6,5,10,2025-03-24T05:28:14,2025-03-24T17:52:11,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LROD,15042099999,12882099999,12892099999,15080099999"
Debrecen,2025-03-25,16,9,12,16,8.4,11.9,10.2,89.4,0.2,100,8.33,rain,0,0,16.9,18.4,229.9,1017,78,7.7,99.3,8.7,4,10,2025-03-25T05:26:13,2025-03-25T17:53:36,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,LROD
Debrecen,2025-03-26,16,7,12,16,6.2,11.8,9.1,83.3,0,0,0,,0,0,16.9,13,40.3,1015,75.2,7.1,161.2,13.8,6,10,2025-03-26T05:24:11,2025-03-26T17:55:02,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,LROD
Debrecen,2025-03-27,15,11,13.1,15,11,13.1,9.8,81,2.2,100,29.17,rain,0,0,42.5,20.5,47.3,1011.4,81.2,10,31.3,2.7,1,10,2025-03-27T05:22:10,2025-03-27T17:56:27,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,LROD
Debrecen,2025-03-28,16,11,13.7,16,11,13.7,9.3,75.6,3.4,100,37.5,rain,0,0,44.6,25.9,67.2,1007.7,86.8,10,132.9,11.4,6,10,2025-03-28T05:20:09,2025-03-28T17:57:52,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,LROD
Debrecen,2025-03-29,14,7,10.9,14,6,10.1,7.4,79.9,3.1,100,37.5,rain,0,0,43.9,24.1,75.4,1006,78.3,9.9,100.4,8.7,4,10,2025-03-29T05:18:08,2025-03-29T17:59:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,LROD
Debrecen,2025-03-30,16,7,11.7,16,5.1,11,8.2,80.1,0.6,100,12.5,rain,0,0,24.1,18.4,185.9,1008.1,79.1,10,150.5,12.4,7,10,2025-03-30T06:16:07,2025-03-30T19:00:42,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,LROD
Debrecen,2025-03-31,11,6.7,9,11,4.6,7.4,7.2,88.8,5.1,100,45.83,rain,0,0,40.3,22.3,341.3,1009.8,73.6,11,12.3,1,0,10,2025-03-31T06:14:07,2025-03-31T19:02:07,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LROD,remote"
